,prices,address,no_beds,baths,sqft,prices_scale,sqft_scale,predict,difference
367,425000.0, 1212 Guadalupe St APT 904 Austin TX 78701 ,2,2.0,834.0,4.25,0.834,427901.9355773926,2901.935577392578
147,700000.0, 400 Mediterra Point Austin TX 78732 ,3,2.0,1186.0,7.0,1.186,703094.5777893066,3094.5777893066406
40,375000.0, 1307 Showbox St Pflugerville TX 78660 ,1,1.0,401.0,3.75,0.401,370429.51583862305,4570.484161376953
280,699000.0, 5705 Medicine Creek Dr Austin TX 78735 ,3,2.0,2640.0,6.99,2.64,691876.2683868408,7123.73161315918
166,489000.0, 6103 Pennwood Ln Austin TX 78745 ,3,3.0,2133.0,4.89,2.133,478692.8176879883,10307.182312011719
65,249900.0, 6510 Stonleigh Pl Austin TX 78744 ,3,4.0,1826.0,2.499,1.826,263966.15505218506,14066.155052185059
317,410000.0, 9613 Holly Springs Dr Austin TX 78748 ,2,2.0,1272.0,4.1,1.272,424522.59063720703,14522.590637207031
298,825000.0, 11612 Sierra Nevada Austin TX 78759 ,5,4.0,3302.0,8.25,3.302,808395.1950073242,16604.80499267578
118,775000.0, 4805 Harmon Ave Austin TX 78751 ,4,3.0,1911.0,7.75,1.911,758314.1326904297,16685.867309570312
375,410000.0, 7337 Menchaca Rd #22 Austin TX 78745 ,2,2.0,924.0,4.1,0.924,427207.5653076172,17207.565307617188
72,495000.0, 5705 Woodrow Ave Austin TX 78756 ,3,3.0,2522.0,4.95,2.522,475691.46156311035,19308.53843688965
259,469000.0, 4802 York Hill Dr Austin TX 78723 ,1,0.4,1967.0820512820512,4.69,1.9670820512820513,488603.5919189453,19603.591918945312
334,350000.0, 2500 Enfield Rd APT 2 Austin TX 78703 ,1,1.0,484.0,3.5,0.484,369789.12353515625,19789.12353515625
74,499900.0, 2936 Persimmon Valley Trl Austin TX 78732 ,3,3.0,2041.0,4.999,2.041,479402.63748168945,20497.362518310547
377,549000.0, 1600 Barton Springs Rd UNIT 2203 Austin TX 78704 ,4,4.0,3571.0,5.49,3.571,528411.1976623535,20588.802337646484
331,725000.0, 1207 Luna St #1 Austin TX 78721 ,3,2.0,1291.0,7.25,1.291,702284.4314575195,22715.56854248047
310,450000.0, 608 Old Stone Rd Austin TX 78745 ,2,2.0,1081.0,4.5,1.081,425996.20819091797,24003.79180908203
233,950000.0, 1504 Hillmont St Austin TX 78704 ,4,2.0,2025.0,9.5,2.025,974529.8385620117,24529.83856201172
184,675000.0, 603 Davis St APT 1804 Austin TX 78701 ,3,2.0,1496.0,6.75,1.496,700702.7626037598,25702.762603759766
266,399900.0, 5900 Cannon Mountain Dr Austin TX 78749 ,2,2.0,1059.0,3.999,1.059,426165.9622192383,26265.96221923828
71,775000.0, 208 Ben Howell Dr UNIT A Austin TX 78704 ,5,4.0,3744.0,7.75,3.744,804984.8556518555,29984.85565185547
88,789000.0, 1207 Miami Dr Austin TX 78733 ,4,3.0,1902.0,7.89,1.902,758383.5601806641,30616.439819335938
158,725000.0, 4704 Menchaca Rd Austin TX 78745 ,4,3.0,1911.0,7.25,1.911,758314.1326904297,33314.13269042969
276,499000.0, 8800 Frock Ct Austin TX 78748 ,4,4.0,3056.0,4.99,3.056,532384.6817016602,33384.681701660156
47,790000.0, 10212 Shively Ln Austin TX 78747 ,4,3.0,2432.0,7.9,2.432,754294.3954467773,35705.604553222656
231,574000.0, 1501 Barton Springs Rd APT 225 Austin TX 78704 ,4,4.0,2291.0,5.74,2.291,538286.9720458984,35713.02795410156
139,525000.0, 9605 Saugus Ln Austin TX 78733 ,1,0.4,1967.0820512820512,5.25,1.9670820512820513,488603.5919189453,36396.40808105469
134,409000.0, 411 W Saint Elmo Rd APT 21 Austin TX 78745 ,1,1.0,484.0,4.09,0.484,369789.12353515625,39210.87646484375
64,539500.0, 1300 Lipan Trl Austin TX 78733 ,5,5.0,4359.0,5.395,4.359,583144.6170806885,43644.61708068848
362,470000.0, 6213 Adalee Ave Austin TX 78723 ,2,2.0,1051.0,4.7,1.051,426227.7126312256,43772.287368774414
201,655000.0, 4519 Roundup Trl Austin TX 78745 ,3,2.0,1291.0,6.55,1.291,702284.4314575195,47284.43145751953
300,475000.0, 6801 Shier Cv #A &amp; B Austin TX 78745 ,2,2.0,1101.0,4.75,1.101,425841.90368652344,49158.09631347656
110,375000.0, 4361 S Congress Ave #429 Austin TX 78745 ,2,2.0,1081.0,3.75,1.081,425996.20819091797,50996.20819091797
114,696990.0, Plan 273 Plan Highpointe: 90ft. lots ,4,3.0,3243.0,6.9699,3.243,748037.1475219727,51047.147521972656
267,650000.0, 3413 Indigo Waters Dr Austin TX 78732 ,3,2.0,1186.0,6.5,1.186,703094.5777893066,53094.57778930664
315,649000.0, 616 Montopolis Dr Austin TX 78741 ,3,2.0,1314.0,6.49,1.314,702107.0003509521,53107.00035095215
350,480000.0, 405 W North Loop Blvd #1 Austin TX 78751 ,2,2.0,1081.0,4.8,1.081,425996.20819091797,54003.79180908203
391,482500.0, 10905 Strand St Austin TX 78748 ,4,4.0,2291.0,4.825,2.291,538286.9720458984,55786.97204589844
61,539500.0, 12524 Capitol Saddlery Trl Austin TX 78732 ,3,3.0,1813.0,5.395,1.813,481161.7374420166,58338.2625579834
378,750000.0, 1605 Newfield Ln Austin TX 78703 ,5,4.0,3302.0,7.5,3.302,808395.1950073242,58395.19500732422
34,539000.0, 5707 Marchmont Ln Austin TX 78749 ,3,3.0,2041.0,5.39,2.041,479402.63748168945,59597.36251831055
225,475000.0, 7729 Kiva Dr Austin TX 78749 ,4,4.0,2599.0,4.75,2.599,535910.6063842773,60910.606384277344
297,590000.0, 2816 Oak Springs Dr #A Austin TX 78702 ,4,4.0,3571.0,5.9,3.571,528411.1976623535,61588.802337646484
20,420000.0, 1205 Showbox Austin TX 78660 ,3,3.0,1753.0,4.2,1.753,481624.698638916,61624.698638916016
215,365000.0, 10953 Colonel Winn Loop Austin TX 78748 ,2,2.0,924.0,3.65,0.924,427207.5653076172,62207.56530761719
109,415000.0, 10505 Beard Ave Austin TX 78748 ,3,3.0,1945.0,4.15,1.945,480143.30863952637,65143.30863952637
119,600000.0, 639 Catalina Ln Austin TX 78737 ,4,4.0,2943.0,6.0,2.943,533256.5307617188,66743.46923828125
149,549000.0, 9517 Prescott Dr Austin TX 78749 ,3,3.0,1945.0,5.49,1.945,480143.30863952637,68856.69136047363
52,550000.0, 149 Catalina Ln Austin TX 78737 ,3,3.0,2101.0,5.5,2.101,478939.67628479004,71060.32371520996
5,600000.0, 130 Empire Ct Austin TX 78737 ,4,4.0,3633.0,6.0,3.633,527932.8346252441,72067.16537475586
135,499900.0, 15633 Interlachen Dr Austin TX 78717 ,2,2.0,924.0,4.999,0.924,427207.5653076172,72692.43469238281
213,774900.0, 5700 Westslope Dr Austin TX 78731 ,3,2.0,1518.0,7.749,1.518,700533.0085754395,74366.99142456055
136,774000.0, 5510 Duval St Austin TX 78751 ,3,2.0,1654.0,7.74,1.654,699483.7284088135,74516.27159118652
189,405000.0, 13501 Metric Blvd #30 Austin TX 78727 ,3,3.0,1945.0,4.05,1.945,480143.30863952637,75143.30863952637
100,350000.0, 731 E Oltorf St Austin TX 78704 ,2,2.0,1101.0,3.5,1.101,425841.90368652344,75841.90368652344
186,350000.0, 11808 Hartley Cv Austin TX 78748 ,2,2.0,1059.0,3.5,1.059,426165.9622192383,76165.96221923828
154,825000.0, 6805 Jester Wild Dr Austin TX 78750 ,4,3.0,3243.0,8.25,3.243,748037.1475219727,76962.85247802734
31,725000.0, 12355 Mesa Verde Dr Austin TX 78737 ,5,4.0,3744.0,7.25,3.744,804984.8556518555,79984.85565185547
269,399000.0, 6917 Cherry Meadow Dr Austin TX 78745 ,3,3.0,1945.0,3.99,1.945,480143.30863952637,81143.30863952637
175,345000.0, 10009 Derringer Trl Austin TX 78753 ,2,2.0,924.0,3.45,0.924,427207.5653076172,82207.56530761719
241,785000.0, 4100 Bradwood Rd Austin TX 78722 ,3,2.0,1291.0,7.85,1.291,702284.4314575195,82715.56854248047
207,345000.0, 8317 Chick Pea Ln Austin TX 78748 ,2,2.0,834.0,3.45,0.834,427901.9355773926,82901.93557739258
41,390000.0, 192 Village Oak Dr Austin TX 78737 ,3,3.0,2790.0,3.9,2.79,473623.75259399414,83623.75259399414
286,395000.0, 555 E 5th St APT 725 Austin TX 78701 ,3,3.0,2133.0,3.95,2.133,478692.8176879883,83692.81768798828
271,622990.0, Plan 216 Plan Highpointe: 80ft. lots ,4,4.0,2291.0,6.2299,2.291,538286.9720458984,84703.02795410156
9,339900.0, 914 Wessex Way Austin TX 78748 ,2,2.0,1192.0,3.399,1.192,425139.80865478516,85239.80865478516
180,339990.0, The Patriot Plan Parker Station ,2,2.0,1101.0,3.3999,1.101,425841.90368652344,85851.90368652344
191,625000.0, 16301 Double Eagle Dr Austin TX 78717 ,4,4.0,2291.0,6.25,2.291,538286.9720458984,86713.02795410156
69,449900.0, 849 Cripple Creek Dr Austin TX 78758 ,5,6.0,4886.0,4.499,4.886,361983.39462280273,87916.60537719727
374,280000.0, 1800 E 4th St UNIT 202 Austin TX 78702 ,1,1.0,484.0,2.8,0.484,369789.12353515625,89789.12353515625
10,675000.0, 125 Granite Ln Austin TX 78737 ,5,5.0,4198.0,6.75,4.198,584386.8255615234,90613.17443847656
305,445000.0, 1702 S Lamar Blvd UNIT 21 Austin TX 78704 ,4,4.0,2599.0,4.45,2.599,535910.6063842773,90910.60638427734
200,599000.0, Knoll Plan Alder ,3,2.0,2640.0,5.99,2.64,691876.2683868408,92876.26838684082
85,600000.0, 12504 Silver Spur Austin TX 78727 ,3,2.0,2339.0,6.0,2.339,694198.6083984375,94198.6083984375
105,438000.0, 10713 Desert Willow Loop Austin TX 78748 ,4,4.0,2599.0,4.38,2.599,535910.6063842773,97910.60638427734
354,649000.0, Haven Plan Alder ,4,3.0,3243.0,6.49,3.243,748037.1475219727,99037.14752197266
32,575000.0, 8312 Turning Trl Austin TX 78737 ,3,3.0,2522.0,5.75,2.522,475691.46156311035,99308.53843688965
376,799000.0, 3408 Oxen Ct Austin TX 78732 ,3,2.0,1654.0,7.99,1.654,699483.7284088135,99516.27159118652
237,324990.0, 9104 Edmundsbury Dr Austin TX 78747 ,2,2.0,1272.0,3.2499,1.272,424522.59063720703,99532.59063720703
289,599900.0, 2324 Santa Maria St Austin TX 78702 ,3,2.0,1512.0,5.999,1.512,700579.3571472168,100679.3571472168
163,600000.0, 10116 Palmbrook Dr Austin TX 78717 ,3,2.0,1065.0,6.0,1.065,704028.1295776367,104028.12957763672
335,532000.0, 10448 Fm 812 Austin TX 78719 ,2,2.0,924.0,5.32,0.924,427207.5653076172,104792.43469238281
245,589000.0, 3109 Sacbe Cv Austin TX 78745 ,3,2.0,2339.0,5.89,2.339,694198.6083984375,105198.6083984375
365,800000.0, 10509 Loring Dr Austin TX 78750 ,3,2.0,2339.0,8.0,2.339,694198.6083984375,105801.3916015625
27,315000.0, 3801 Menchaca Rd #17 Austin TX 78704 ,2,3.0,1076.0,3.15,1.076,208939.57614898682,106060.42385101318
60,375000.0, 2605 Enfield Rd APT 221 Austin TX 78703 ,3,3.0,1753.0,3.75,1.753,481624.698638916,106624.69863891602
360,585000.0, 5409 Woodrow Ave APT A Austin TX 78756 ,3,2.0,2640.0,5.85,2.64,691876.2683868408,106876.26838684082
45,420000.0, 810 Sahara Ave Austin TX 78745 ,4,4.0,3633.0,4.2,3.633,527932.8346252441,107932.83462524414
167,310000.0, 1130 Walton Ln Austin TX 78721 ,2,2.0,834.0,3.1,0.834,427901.9355773926,117901.93557739258
247,310000.0, 516 E Slaughter Ln #3101 Austin TX 78744 ,2,2.0,834.0,3.1,0.834,427901.9355773926,117901.93557739258
177,410000.0, 900 Banister Ln #G Austin TX 78704 ,4,4.0,3571.0,4.1,3.571,528411.1976623535,118411.19766235352
351,415000.0, Turnbull Loop Austin TX 78717 ,4,4.0,2291.0,4.15,2.291,538286.9720458984,123286.97204589844
264,825000.0, 4202 Avenue B Austin TX 78751 ,3,2.0,1496.0,8.25,1.496,700702.7626037598,124297.23739624023
296,575000.0, 1174 Bedford St UNIT 2 Austin TX 78702 ,3,2.0,1654.0,5.75,1.654,699483.7284088135,124483.72840881348
1,349000.0, 8724 Panadero Dr Austin TX 78747 ,3,3.0,2790.0,3.49,2.79,473623.75259399414,124623.75259399414
174,495000.0, 5312 Medford Dr Austin TX 78723 ,1,1.0,484.0,4.95,0.484,369789.12353515625,125210.87646484375
11,625000.0, 15805 W Dorman Dr Austin TX 78717 ,4,3.0,2921.0,6.25,2.921,750521.5167999268,125521.51679992676
226,299900.0, 9607 Magna Carta Loop Austin TX 78754 ,2,2.0,1059.0,2.999,1.059,426165.9622192383,126265.96221923828
137,401990.0, The Grand Canyon Plan Pioneer Hill ,4,4.0,3571.0,4.0199,3.571,528411.1976623535,126421.19766235352
21,353990.0, The Denali Plan Parker Station ,3,3.0,1813.0,3.5399,1.813,481161.7374420166,127171.7374420166
347,575000.0, 3009 E 18th St Austin TX 78702 ,3,2.0,1186.0,5.75,1.186,703094.5777893066,128094.57778930664
253,829000.0, 6306 Abilene Trl Austin TX 78749 ,3,2.0,1518.0,8.29,1.518,700533.0085754395,128466.99142456055
389,350000.0, 2729 Dulce Ln UNIT 521 Austin TX 78704 ,3,3.0,1945.0,3.5,1.945,480143.30863952637,130143.30863952637
14,349900.0, 9710 Tall Tree Ln #128 Austin TX 78748 ,3,3.0,1886.0,3.499,1.886,480598.5450744629,130698.54507446289
146,295000.0, 7805 Cooper Ln UNIT 505 Austin TX 78745 ,2,2.0,1059.0,2.95,1.059,426165.9622192383,131165.96221923828
35,617990.0, Plan 215 Plan Highpointe: 80ft. lots ,4,3.0,2939.0,6.1799,2.939,750382.661819458,132392.661819458
196,399900.0, 11200 American Mustang Loop Manor TX 78724 ,4,4.0,3056.0,3.999,3.056,532384.6817016602,132484.68170166016
322,560000.0, 12321 Capitol Saddlery Trl Austin TX 78732 ,2,2.0,1051.0,5.6,1.051,426227.7126312256,133772.2873687744
48,659900.0, 9000 Zyle Rd Austin TX 78737 ,4,4.0,4361.0,6.599,4.361,522315.97900390625,137584.02099609375
257,387990.0, The Rushmore Plan Pioneer Hill ,4,4.0,3571.0,3.8799,3.571,528411.1976623535,140421.19766235352
80,549000.0, 3212 Magenta Sky Trl Austin TX 78732 ,3,2.0,2640.0,5.49,2.64,691876.2683868408,142876.26838684082
67,351990.0, The Quinn (S104) Plan Easton Park ,2,3.0,1076.0,3.5199,1.076,208939.57614898682,143050.42385101318
217,385000.0, 1102 Clayton Ln Austin TX 78723 ,4,4.0,3571.0,3.85,3.571,528411.1976623535,143411.19766235352
162,279990.0, The Denton Plan Forest Bluff ,2,2.0,1051.0,2.7999,1.051,426227.7126312256,146237.7126312256
15,499000.0, 2107 Maple Ave Austin TX 78722 ,2,1.0,750.0,4.99,0.75,645645.3323364258,146645.33233642578
209,550000.0, 4901 Allison Cv Austin TX 78741 ,3,2.0,1512.0,5.5,1.512,700579.3571472168,150579.3571472168
140,275000.0, 7412 Poinsetta Ln Austin TX 78744 ,2,2.0,1101.0,2.75,1.101,425841.90368652344,150841.90368652344
53,1180000.0, 2000 Arpdale St Austin TX 78704 ,5,3.0,2874.0,11.8,2.874,1028792.667388916,151207.33261108398
242,274999.0, 12253 Chelsea Glen Pl #C Austin TX 78753 ,2,2.0,1051.0,2.74999,1.051,426227.7126312256,151228.7126312256
155,550000.0, 181 Rock Vista Run Austin TX 78737 ,3,2.0,1314.0,5.5,1.314,702107.0003509521,152107.00035095215
126,325000.0, 7003 Woodhue Dr #A Austin TX 78745 ,3,3.0,2133.0,3.25,2.133,478692.8176879883,153692.81768798828
239,375000.0, 2702 Gettysburg Dr Austin TX 78745 ,4,4.0,2943.0,3.75,2.943,533256.5307617188,158256.53076171875
299,650000.0, 5005 Globe Mallow Dr Austin TX 78739 ,1,0.4,1967.0820512820512,6.5,1.9670820512820513,488603.5919189453,161396.4080810547
379,650000.0, 2631 Kinney Oaks Ct Austin TX 78704 ,1,0.4,1967.0820512820512,6.5,1.9670820512820513,488603.5919189453,161396.4080810547
117,585990.0, 4416 Speedway Austin TX 78751 ,2,2.0,1272.0,5.8599,1.272,424522.59063720703,161467.40936279297
395,540000.0, 311 W 5th St UNIT 707 Austin TX 78701 ,3,2.0,1314.0,5.4,1.314,702107.0003509521,162107.00035095215
238,595000.0, 2108 Tillery St #10 Austin TX 78723 ,4,3.0,1911.0,5.95,1.911,758314.1326904297,163314.1326904297
345,700000.0, 2812 Oak Springs Dr #1 Austin TX 78702 ,4,4.0,2599.0,7.0,2.599,535910.6063842773,164089.39361572266
87,260000.0, 2600 Penny Ln APT 105 Austin TX 78757 ,2,2.0,834.0,2.6,0.834,427901.9355773926,167901.93557739258
94,201450.0, 2804 S 1st St #1302 Austin TX 78704 ,1,1.0,484.0,2.0145,0.484,369789.12353515625,168339.12353515625
99,320000.0, 11114 Cameron Rd Austin TX 78754 ,1,0.4,1967.0820512820512,3.2,1.9670820512820513,488603.5919189453,168603.5919189453
278,928000.0, 222 West Ave UNIT 1814 Austin TX 78701 ,4,3.0,1911.0,9.28,1.911,758314.1326904297,169685.8673095703
294,539999.0, 2000 Westfalian Trl APT 5 Austin TX 78732 ,1,1.0,484.0,5.39999,0.484,369789.12353515625,170209.87646484375
396,360000.0, 12911 Turkey Run Austin TX 78727 ,4,4.0,3056.0,3.6,3.056,532384.6817016602,172384.68170166016
161,875000.0, 207 Lessin Ln Austin TX 78704 ,3,2.0,1291.0,8.75,1.291,702284.4314575195,172715.56854248047
51,575000.0, 9601 Pasatiempo Dr Austin TX 78717 ,4,3.0,2921.0,5.75,2.921,750521.5167999268,175521.51679992676
82,250000.0, 6810 Deatonhill Dr APT 1104 Austin TX 78745 ,2,2.0,1051.0,2.5,1.051,426227.7126312256,176227.7126312256
390,244900.0, 2213 Poquito St UNIT 316 Austin TX 78722 ,2,2.0,1081.0,2.449,1.081,425996.20819091797,181096.20819091797
319,351990.0, The Washington Plan Pioneer Hill ,4,4.0,2943.0,3.5199,2.943,533256.5307617188,181266.53076171875
256,518000.0, 14821 Crystal Spring Way Austin TX 78737 ,3,2.0,1654.0,5.18,1.654,699483.7284088135,181483.72840881348
399,350000.0, 10549 Bilbrook Pl Austin TX 78748 ,4,4.0,2943.0,3.5,2.943,533256.5307617188,183256.53076171875
12,295000.0, 8800 Wiley Way Austin TX 78747 ,3,3.0,2101.0,2.95,2.101,478939.67628479004,183939.67628479004
385,350000.0, 6103 Calmar Cv Austin TX 78721 ,4,4.0,2599.0,3.5,2.599,535910.6063842773,185910.60638427734
145,350000.0, 708 Little Oak Dr Austin TX 78753 ,4,4.0,2599.0,3.5,2.599,535910.6063842773,185910.60638427734
270,235000.0, 2200 Dickson Dr APT 108 Austin TX 78704 ,2,2.0,1081.0,2.35,1.081,425996.20819091797,190996.20819091797
22,780000.0, 174 Jayne Cv Austin TX 78737 ,5,5.0,3698.0,7.8,3.698,588244.5335388184,191755.46646118164
325,500000.0, 10807 Pinkney Ln Austin TX 78739 ,3,2.0,2339.0,5.0,2.339,694198.6083984375,194198.6083984375
208,560000.0, 6108 Dedham Ln Austin TX 78739 ,4,3.0,1902.0,5.6,1.902,758383.5601806641,198383.56018066406
190,625000.0, 4304 Andalusia Dr Austin TX 78759 ,2,2.0,1081.0,6.25,1.081,425996.20819091797,199003.79180908203
373,899998.0, 9903 Kabar Trl Austin TX 78759 ,3,2.0,1518.0,8.99998,1.518,700533.0085754395,199464.99142456055
173,500000.0, 6302 Clubway Ln Austin TX 78745 ,3,2.0,1518.0,5.0,1.518,700533.0085754395,200533.00857543945
84,549900.0, 13475 Mesa Verde Dr Austin TX 78737 ,4,3.0,2773.0,5.499,2.773,751663.3987426758,201763.39874267578
46,499900.0, 9704 Chukar Cir Austin TX 78758 ,3,2.0,1308.0,4.999,1.308,702153.3012390137,202253.30123901367
279,329900.0, 7310 Salt Springs Dr Austin TX 78744 ,4,4.0,2943.0,3.299,2.943,533256.5307617188,203356.53076171875
292,550000.0, 9116 Villa Norte Dr Austin TX 78726 ,4,3.0,2305.0,5.5,2.305,755274.248123169,205274.24812316895
252,550000.0, 8714 Fritsch Dr Austin TX 78717 ,4,3.0,2305.0,5.5,2.305,755274.248123169,205274.24812316895
339,695000.0, 321 Abbey Dr Austin TX 78737 ,1,0.4,1967.0820512820512,6.95,1.9670820512820513,488603.5919189453,206396.4080810547
236,325000.0, 9604 Night Star Dr Del Valle TX 78617 ,4,4.0,3056.0,3.25,3.056,532384.6817016602,207384.68170166016
151,329900.0, 1513 Kandinsky Bnd Pflugerville TX 78660 ,4,4.0,2291.0,3.299,2.291,538286.9720458984,208386.97204589844
380,216900.0, 2401 Manor Rd APT 203 Austin TX 78722 ,2,2.0,1101.0,2.169,1.101,425841.90368652344,208941.90368652344
0,160000.0, 3000 Guadalupe St UNIT 301 Austin TX 78705 ,1,1.0,401.0,1.6,0.401,370429.51583862305,210429.51583862305
397,210000.0, 710 E Dean Keeton St APT 109 Austin TX 78705 ,2,2.0,1272.0,2.1,1.272,424522.59063720703,214522.59063720703
195,485000.0, 1900 Barton Springs Rd UNIT 3030 Austin TX 78704 ,3,2.0,1314.0,4.85,1.314,702107.0003509521,217107.00035095215
168,540000.0, 8210 Shenandoah Dr Austin TX 78753 ,4,3.0,1902.0,5.4,1.902,758383.5601806641,218383.56018066406
349,260000.0, 9820 Flintrock Cir Austin TX 78737 ,3,3.0,1945.0,2.6,1.945,480143.30863952637,220143.30863952637
260,205000.0, 6718 Silvermine Dr APT 602 Austin TX 78736 ,2,2.0,1101.0,2.05,1.101,425841.90368652344,220841.90368652344
348,475000.0, 12732 Machete Trl Austin TX 78729 ,3,2.0,1304.0,4.75,1.304,702184.1526031494,227184.1526031494
98,579900.0, 11132 Amesite Trl Austin TX 78726 ,5,4.0,3302.0,5.799,3.302,808395.1950073242,228495.19500732422
206,250000.0, 12504 Mexicana Cv Del Valle TX 78617 ,3,3.0,2133.0,2.5,2.133,478692.8176879883,228692.81768798828
246,249000.0, Bee Cave Rd Austin TX 78746 ,3,3.0,2133.0,2.49,2.133,478692.8176879883,229692.81768798828
179,719900.0, 12304 Edwards Hollow Run Austin TX 78739 ,1,0.4,1967.0820512820512,7.199,1.9670820512820513,488603.5919189453,231296.4080810547
120,460000.0, 6512 Starstreak Dr Austin TX 78745 ,3,2.0,2640.0,4.6,2.64,691876.2683868408,231876.26838684082
28,525000.0, 9202 Norchester Ct Austin TX 78729 ,4,3.0,1908.0,5.25,1.908,758337.3069763184,233337.30697631836
282,192400.0, 6903 Deatonhill Dr APT 11 Austin TX 78745 ,2,2.0,1051.0,1.924,1.051,426227.7126312256,233827.7126312256
157,659000.0, 2601 N Quinlan Park Rd SUITE 701 Austin TX 78732 ,2,2.0,1272.0,6.59,1.272,424522.59063720703,234477.40936279297
75,514000.0, 2601 N Quinlan Park Rd SUITE 203 Austin TX 78732 ,4,3.0,2939.0,5.14,2.939,750382.661819458,236382.661819458
160,454000.0, 7713 Kiva Dr Austin TX 78749 ,3,2.0,2640.0,4.54,2.64,691876.2683868408,237876.26838684082
102,459900.0, 4517 Norman Trl Austin TX 78749 ,3,2.0,1744.0,4.599,1.744,698789.3104553223,238889.31045532227
302,459900.0, 16101 Windroot St Austin TX 78728 ,3,2.0,1744.0,4.599,1.744,698789.3104553223,238889.31045532227
311,295000.0, 4604 S 1st St Austin TX 78745 ,4,4.0,2291.0,2.95,2.291,538286.9720458984,243286.97204589844
199,289900.0, 702 Wales Way Austin TX 78748 ,4,4.0,2943.0,2.899,2.943,533256.5307617188,243356.53076171875
156,289000.0, 5513 Bradford Pear Ln Austin TX 78744 ,4,4.0,3056.0,2.89,3.056,532384.6817016602,243384.68170166016
277,179000.0, 6910 Hart Ln APT 308 Austin TX 78731 ,2,2.0,1272.0,1.79,1.272,424522.59063720703,245522.59063720703
307,949000.0, 11407 Sierra Blanca St Austin TX 78726 ,3,2.0,1186.0,9.49,1.186,703094.5777893066,245905.42221069336
243,950000.0, 2610 Oak Crest Ave Austin TX 78704 ,3,2.0,1065.0,9.5,1.065,704028.1295776367,245971.87042236328
129,450000.0, 13233 Briar Hollow Dr Austin TX 78729 ,3,2.0,1512.0,4.5,1.512,700579.3571472168,250579.3571472168
86,729900.0, 8110 Ranch Road 2222 APT 98 Austin TX 78730 ,3,3.0,2133.0,7.299,2.133,478692.8176879883,251207.18231201172
370,499000.0, 11222 Blossom Bell Dr Austin TX 78758 ,4,3.0,2896.0,4.99,2.896,750714.3974304199,251714.39743041992
171,450000.0, 11101 Hidden Bluff Dr Austin TX 78754 ,3,2.0,1291.0,4.5,1.291,702284.4314575195,252284.43145751953
291,450000.0, 1105 Holly St UNIT 2 Austin TX 78702 ,3,2.0,1291.0,4.5,1.291,702284.4314575195,252284.43145751953
55,899900.0, 7705 El Dorado Dr Austin TX 78737 ,2,1.0,750.0,8.999,0.75,645645.3323364258,254254.66766357422
44,500000.0, 902 Philco Dr #B Austin TX 78745 ,4,3.0,2320.0,5.0,2.32,755158.519744873,255158.51974487305
164,495000.0, 1601 E Cesar Chavez St APT 312 Austin TX 78702 ,4,3.0,2773.0,4.95,2.773,751663.3987426758,256663.39874267578
159,273990.0, The Bellvue Plan Forest Bluff ,4,4.0,2943.0,2.7399,2.943,533256.5307617188,259266.53076171875
221,440000.0, 908 Berrywood Dr Austin TX 78753 ,3,2.0,1663.0,4.4,1.663,699414.3009185791,259414.3009185791
232,499000.0, 9006 Brimstone Ln Austin TX 78717 ,4,3.0,1821.0,4.99,1.821,759008.5506439209,260008.5506439209
